,Unnamed: 0,Reviews,actionable_value
1033,4663,"Quite simply, one of the best restuarants in Los Angeles. It is encouraging to see this kind of old school fine dining has not dissapeared from our city.",0
1034,4664,"Yes, it's pricey but for good reason. Everything is top-notch. The food is the highest quality you will find anywhere. Drive to Beverly Hills or Pasadena, but you'll pay for the neighborhood. Here you pay for quality, service and ambiance. No attitudes here. They are happy to serve you and make sure you are 100% satisfied. As a side note: I've never had a bigger or better lobster tail anywhere at any price. And I've only ordered the small one! The large one is twice the size of the small, so you can imagine how enormous it is. There is nothing on their menu that isn't superb and our waitress Lydia was on it. She didn't skip a beat and made sure we had everything we needed. Perfect!",0
1035,4665,My friends and I have gone to this restaurant over the past 10 years. I come from out of state (sometimes out of country) and I find this restaurant to be one of the best I've gone to.,1
1036,4666,Always a treat going to Dal Rae.,1
1037,4667,"We usually request Carrie as our server because she does such an exceptional job but the entire staff from the valets to the busboys are very nice. This time we also had the pleasure of meeting and visiting with one of the partners, Lorin. All the food here is outstanding--the relish tray, the bread, the salads prepared tableside, the peppercorn steak, the sea bass, and for dessert we highly recommend the cherries jubilee also done tableside. We haven't had the lobster yet but it looks fantastic. You can't go wrong with anything on the menu. They also have an extensive drink and wine list. The wine is a little pricy but what restaurant wine isn't these days.",0
1038,4668,Dal Rae is always a pleasure on a special occasion. It never fails to be a wonderful experience. The steaks melt in our mouth. The service is so very respectful. Everything is always perfect! No wonder so many people enjoy anniversaries and birthdays there!,1
1039,4669,"The Dal Rae has been a high end full service elegant restaurant for over 50 years. When we arrived, the first thing you notice is the really cool front door and fancy handle.. very high end. We started with drinks at the Art Deco style rounded counter bar. Very good Long Island Ice Tea. The service includes a really nice vegetable plate and fantastic bread. We started with the warm bacon and the hearts of romaine salads. Both were great. The famous pepper steak did not disappoint. Most tender and flavorful filet minion I have ever tasted with asparagus and fully loaded baked potato. All was excellent. The bread pudding for desert was great. My wife said... ""This is the way bread pudding is supposed to taste."" Wonderful service also.",0
1040,4670,"The Dal Rae is a CLASSIC JEM steak house. We have been going their for more than 40 years - since we were kids
with our parents and now we take our friends and it is consistently excellent!!!
Service is beyond spectacular - you are treated so well. They want you to enjoy every part of the dining experience, and it truly is an experience.
The food is as good as always - We have never had a bad experience - EVER. They will even prepare entrees from the menu
of 40 years ago that are no longer on the menu - we loved it 40 years ago - we still love it today. If you want a classic
steak house dining experience that's truly old school and done right - you have to go to the Dal Rae! Excellent!!!",0
1041,4671,I have dined at the Del Rae several times and plan to return. It is one of the few excellent family owned establishments left that provides a great dining experience. The food is great and the device good. Their specialties can only be found there,0
1042,4672,One of the few steakhouses still around from when I was growing up in the early 60s.,1
1043,4673,"I had not been to the Dal Rae for a minimum of 10 years and was very pleased that the ambiance, food and service level is still amazing. I hosted a friends birthday and she was thrilled as a first timer, and not disappointed in the least.",0
1044,4674,Fantastic service from JJ. Loved the Caesar and the special steak!,1
1045,4675,I'm very familiar with this resturant. I know that I can always count on the quality of the food being great as well as the service. I love their sea bass A La Ben,0
1046,4676,We had a great experience and it was our first time at Dal Rae. It is so sad that great places like this are becoming few and far between. I would recommend Dal Rae to anyone considering the rest of those chain places. Thanks to the our great waitress for wonderful service and we will be back.,1
1047,4677,This is our third time dining here. The food and service hasn't disappointed us yet. We always order the filet mignon and tastes delicious!,0
